icrf_name,ra_deg,dec_deg,dra_mas,ddec_mas,offset_mas,pa_deg,sig_a_mas,sig_d_mas,rho_icrf3,rho_gaia,x_mahalanobis,x_naive,jet_pa_deg,delpa_deg,axis_angle_deg,downstream_angle_deg
ICRF J172109.4+354216,260.28954604,35.70446208,0.1759,0.6748,0.6974,14.61,0.1705,0.2438,-0.137,0.054,2.995,2.954,,,,
ICRF J172134.6-162855,260.39439959,-16.48209184,-0.0852,0.4419,0.4500,349.09,1.5078,1.0245,-0.165,-0.032,0.431,0.435,,,,
ICRF J172139.0-615443,260.41256904,-61.91194935,-0.0133,-0.9649,0.9650,180.79,0.7405,1.0626,-0.242,0.327,0.909,0.908,,,,
ICRF J172203.5-050325,260.51474371,-5.05694605,0.3292,0.4628,0.5679,35.43,0.5990,0.4675,-0.291,0.354,1.027,1.132,,,,
ICRF J172236.7+585622,260.65302748,58.93951686,-0.1435,-0.3744,0.4009,200.97,0.4218,0.4236,-0.083,0.269,0.893,0.947,,,,
ICRF J172240.0+610559,260.66691398,61.09994093,-0.0154,-0.1983,0.1989,184.44,0.2497,0.2595,-0.294,-0.156,0.790,0.766,,,,
ICRF J172242.1+281500,260.67567328,28.25002115,0.0470,-0.0610,0.0770,142.42,0.1211,0.1741,-0.115,-0.169,0.492,0.523,,,,
ICRF J172244.5+101335,260.68576159,10.22660379,-0.1230,0.2137,0.2466,330.07,0.2089,0.2145,-0.037,-0.267,1.074,1.157,,,,
ICRF J172252.9+245834,260.72079155,24.97630330,-0.0011,1.4706,1.4706,359.96,0.1223,0.2263,-0.093,0.070,6.513,6.497,,,,
ICRF J172314.1+654746,260.80890849,65.79616088,0.2212,-0.2890,0.3640,142.57,0.1286,0.1391,-0.098,-0.131,2.571,2.698,,,,
ICRF J172320.7+341757,260.83664965,34.29943499,-0.1049,0.2777,0.2969,339.31,0.2070,0.3412,-0.227,0.096,0.879,0.959,,,,
ICRF J172339.7+523648,260.91561024,52.61344324,0.0687,-0.1100,0.1297,147.99,0.1585,0.1885,-0.144,0.157,0.718,0.727,,,,
ICRF J172341.0-650036,260.92095558,-65.01016962,11.1583,-3.3453,11.6490,106.69,0.2424,0.2707,-0.073,-0.032,47.238,47.665,,,,
ICRF J172359.4+765311,260.99768801,76.88654218,0.0346,0.0154,0.0379,65.96,0.1476,0.1532,0.092,0.033,0.250,0.255,,,,
ICRF J172405.4+400436,261.02262008,40.07679363,-1.5030,0.5632,1.6050,290.54,0.7870,0.7520,-0.154,0.293,2.339,2.051,290.0,21.0,0.54,0.54
ICRF J172414.1+330303,261.05915759,33.05109423,-0.0888,2.3040,2.3057,357.79,0.3634,0.3550,-0.109,-0.111,6.508,6.495,,,,
ICRF J172428.9+022448,261.12081257,2.41351955,0.6462,0.8742,1.0871,36.47,0.8222,1.1133,0.271,-0.193,0.990,1.111,,,,
ICRF J172446.9-144359,261.19569394,-14.73326689,-0.5693,0.6045,0.8304,316.72,0.2830,0.2744,-0.253,0.026,2.942,2.983,,,,
ICRF J172504.3+115215,261.26808710,11.87096427,-0.0561,0.1377,0.1486,337.84,0.1234,0.2491,-0.211,-0.396,0.652,0.716,,,,
ICRF J172635.1+321323,261.64635276,32.22306175,0.1897,-0.0880,0.2091,114.88,0.1063,0.1541,-0.190,0.072,1.813,1.873,,,,
ICRF J172644.9+063918,261.68727203,6.65514166,0.6840,0.2134,0.7166,72.68,0.3605,0.3571,-0.077,-0.205,2.112,1.989,,,,
ICRF J172719.9-195146,261.83323524,-19.86296161,-0.5330,0.0156,0.5332,271.68,0.5955,0.8634,-0.561,0.024,0.937,0.895,,,,
ICRF J172723.4+551053,261.84778882,55.18153763,-1.7899,-0.7986,1.9600,245.96,1.3821,1.3043,-0.135,0.114,1.378,1.432,,,,
ICRF J172727.6+453039,261.86521168,45.51103646,0.1037,-0.0592,0.1194,119.72,0.0597,0.0598,0.054,-0.027,1.994,1.999,235.0,22.0,64.72,115.28
ICRF J172807.0+121539,262.02938006,12.26096821,0.2391,-0.0186,0.2398,94.46,0.1635,0.1327,-0.215,-0.320,1.499,1.469,325.0,4.0,50.54,129.46
ICRF J172818.6+501310,262.07759997,50.21957502,-0.6005,0.3663,0.7034,301.38,0.1939,0.1898,0.045,-0.035,3.721,3.650,277.0,15.0,24.38,24.38
ICRF J172824.9+042704,262.10396968,4.45136495,0.2243,0.1826,0.2893,50.85,0.0941,0.0910,-0.150,-0.021,3.226,3.116,115.0,30.0,64.15,64.15
ICRF J172850.2-035050,262.20931300,-3.84734310,0.2300,-0.1570,0.2785,124.31,0.1569,0.2497,0.027,0.235,1.638,1.595,,,,
ICRF J172859.1+383826,262.24642251,38.64068015,-0.0056,0.1671,0.1672,358.07,0.1037,0.1402,-0.039,0.038,1.192,1.193,,,,
ICRF J173034.9+002438,262.64583111,0.41074764,0.1996,-0.0862,0.2174,113.35,0.4532,0.4710,-0.181,0.273,0.526,0.477,,,,
ICRF J173052.7+602516,262.71963917,60.42131233,-0.1417,-0.0807,0.1631,240.35,0.1928,0.2195,-0.105,-0.035,0.855,0.822,,,,
ICRF J173302.7-130449,263.26127412,-13.08043006,0.1117,0.5760,0.5867,10.97,0.1243,0.0963,-0.013,0.146,5.983,6.049,6.0,92.0,4.97,4.97
ICRF J173340.7-793555,263.41958436,-79.59881016,0.1440,-0.0015,0.1440,90.59,0.1519,0.1539,0.164,-0.104,0.948,0.948,,,,
ICRF J173420.5+385751,263.58574390,38.96428975,0.2360,-0.6639,0.7046,160.43,0.1055,0.1374,-0.014,0.009,5.338,5.323,122.0,41.0,38.43,38.43
ICRF J173510.4+080831,263.79352282,8.14196191,0.0963,-0.0325,0.1016,108.64,0.1679,0.2343,-0.035,0.107,0.595,0.590,,,,
ICRF J173548.0+361645,263.95036092,36.27933652,0.4835,0.3112,0.5750,57.23,0.1891,0.2152,0.108,0.035,2.878,2.937,,,,
ICRF J173628.5+063147,264.11909880,6.52986853,-3.9458,-1.4146,4.1917,250.28,14.6394,9.4723,-0.353,-0.971,1.734,0.308,,,,
ICRF J173713.7+062103,264.30720430,6.35099229,-1.0795,-0.0109,1.0796,269.42,0.7771,0.5942,-0.097,-0.465,1.568,1.389,,,,
ICRF J173735.7-563403,264.39904305,-56.56754362,-2.0963,-0.7911,2.2406,249.33,3.1652,1.9594,0.757,0.022,0.675,0.776,,,,
ICRF J173811.6-150300,264.54848123,-15.05016546,-35.2117,460.5911,461.9351,355.63,0.9002,0.7079,-0.236,0.487,747.722,651.861,,,,
ICRF J173840.5+322409,264.66875759,32.40250709,0.0219,-0.0427,0.0480,152.85,0.0587,0.0679,0.042,-0.152,0.724,0.731,,,,
ICRF J173927.3+495503,264.86412706,49.91760232,0.5410,-0.2441,0.5935,114.28,0.1715,0.1779,0.073,0.237,3.817,3.441,28.0,14.0,86.28,86.28
ICRF J173935.3+335808,264.89734393,33.96894265,-1.5432,0.5631,1.6427,290.05,0.3909,0.4541,-0.295,0.050,4.116,4.138,,,,
ICRF J173957.1+473758,264.98803780,47.63287819,0.2567,-0.6841,0.7307,159.43,0.2109,0.2731,0.074,-0.037,2.749,2.785,223.0,24.0,63.57,63.57
ICRF J174001.5-081114,265.00652582,-8.18743938,-32.9022,-22.5875,39.9093,235.53,49.1232,36.0386,-0.066,0.069,0.887,0.917,,,,
ICRF J174005.8+221100,265.02442868,22.18360371,0.0043,-0.1105,0.1105,177.76,0.0854,0.1388,-0.137,-0.001,0.796,0.798,,,,
ICRF J174006.3+450650,265.02655264,45.11399192,0.1609,-1.0661,1.0782,171.42,0.1264,0.1762,-0.381,0.053,6.052,6.184,,,,
ICRF J174026.9+194319,265.11237709,19.72213326,-0.1787,0.1146,0.2123,302.68,0.1360,0.2291,0.050,0.066,1.433,1.406,,,,
ICRF J174036.9+521143,265.15407437,52.19539094,-0.0065,0.1136,0.1138,356.74,0.0696,0.0742,0.036,-0.073,1.531,1.534,,,,
ICRF J174037.1+031147,265.15499589,3.19662221,-4.3278,-0.9805,4.4374,257.24,0.2910,0.3880,-0.095,0.189,15.055,15.085,,,,
ICRF J174048.9+434816,265.20396061,43.80448631,-0.0377,0.0840,0.0921,335.80,0.2050,0.2360,-0.181,-0.103,0.383,0.401,,,,
ICRF J174122.8+722451,265.34524055,72.41443597,0.3394,0.0044,0.3394,89.26,0.4882,0.2795,-0.497,-0.022,0.770,0.695,,,,
ICRF J174203.6-334134,265.51537273,-33.69289372,-315.5845,165.4139,356.3079,297.66,2.2275,4.4835,0.211,0.365,157.311,146.399,,,,
ICRF J174211.6-151729,265.54859521,-15.29143304,0.1762,0.8598,0.8777,11.58,0.2110,0.3600,0.156,0.313,2.425,2.530,,,,
ICRF J174232.0+594506,265.63333368,59.75186995,1.3777,-0.0873,1.3805,93.62,0.2017,0.2057,-0.096,0.044,6.830,6.843,,,,
ICRF J174306.2-165815,265.77590962,-16.97110202,-3.2689,0.4753,3.3033,278.27,20.1756,20.3592,0.090,-0.994,1.303,0.164,,,,
ICRF J174347.6+374753,265.94852633,37.79828606,-0.5303,-0.6915,0.8714,217.49,0.3901,0.4911,-0.169,-0.037,2.001,1.957,,,,
ICRF J174356.4+275250,265.98515575,27.88065243,-0.3150,0.4191,0.5243,323.07,0.1096,0.1719,-0.157,0.044,3.551,3.769,,,,
ICRF J174357.8+193509,265.99096949,19.58583871,2.1713,0.7452,2.2956,71.06,0.1268,0.1987,-0.190,0.032,18.420,17.532,64.0,6.0,7.06,7.06
ICRF J174358.8-035004,265.99523390,-3.83461576,0.1272,-0.2328,0.2653,151.34,0.1280,0.1063,0.054,0.206,2.627,2.405,196.0,37.0,44.66,44.66
ICRF J174456.6+554217,266.23586276,55.70476696,-3.2543,-2.2484,3.9555,235.36,0.3208,0.3192,0.177,0.044,12.082,12.350,,,,
ICRF J174504.6+225248,266.26945356,22.88002145,-0.1934,-0.4116,0.4548,205.17,0.2539,0.3896,-0.015,0.024,1.297,1.302,,,,
ICRF J174527.1-075303,266.36293729,-7.88442995,-0.1441,-1.3231,1.3310,186.22,0.2476,0.2926,0.244,0.249,4.542,4.560,199.0,4.0,12.78,12.78
ICRF J174535.2+172001,266.39670074,17.33372870,0.1781,0.4328,0.4681,22.37,0.2287,0.2574,-0.062,-0.301,2.148,1.853,,,,
ICRF J174555.9+181450,266.48303081,18.24733822,-0.2086,0.2604,0.3337,321.30,0.1519,0.2523,-0.282,-0.146,1.558,1.718,,,,
ICRF J174614.0+622654,266.55847556,62.44853842,0.2942,-0.1065,0.3129,109.91,0.1736,0.2083,0.095,-0.054,1.748,1.770,,,,
ICRF J174648.2+260320,266.70116202,26.05565408,3.9556,-2.9480,4.9333,126.70,0.1964,0.2936,-0.185,-0.120,21.351,22.509,,,,
ICRF J174724.4-545021,266.85181293,-54.83932667,-0.0131,-1.0690,1.0691,180.70,0.3862,0.5042,-0.026,0.457,2.184,2.120,,,,
ICRF J174739.3+030449,266.91381203,3.08049920,2.7231,-9.3683,9.7560,163.79,2.3084,3.8331,-0.351,0.240,2.473,2.714,,,,
ICRF J174805.8+340401,267.02424868,34.06699463,-0.3956,-0.1474,0.4221,249.56,0.1526,0.2212,-0.132,0.140,2.650,2.676,,,,
ICRF J174832.8+700550,267.13683466,70.09743577,-0.1476,0.1462,0.2078,314.73,0.0534,0.0538,-0.079,0.023,3.780,3.877,297.0,32.0,17.73,17.73
ICRF J174900.3+432151,267.25150159,43.36424648,0.3014,-2.6553,2.6724,173.52,0.1559,0.1867,-0.137,0.234,14.746,14.351,,,,
ICRF J174905.4+194408,267.27280696,19.73578843,-0.4116,-0.4493,0.6093,222.49,0.1224,0.2039,-0.045,-0.004,4.097,4.020,,,,
ICRF J175131.6+471322,267.88180298,47.22291840,1.2964,-1.5104,1.9905,139.36,0.7210,0.7748,-0.636,-0.111,2.081,2.652,,,,
ICRF J175132.8+093900,267.88674406,9.65020234,0.0445,0.1227,0.1305,19.96,0.0588,0.0554,0.068,-0.455,2.681,2.342,13.0,84.0,6.96,6.96
ICRF J175142.6+292050,267.92784972,29.34727840,-0.0580,0.1504,0.1612,338.93,0.1731,0.2252,-0.348,0.175,0.744,0.747,,,,
ICRF J175211.6+731120,268.04871858,73.18904034,1.9084,2.9410,3.5059,32.98,1.3638,1.7401,0.454,-0.005,2.194,2.194,,,,
ICRF J175214.6+061148,268.06111977,6.19670981,-0.4719,0.8688,0.9887,331.49,0.4438,0.5920,0.021,-0.176,1.694,1.812,,,,
ICRF J175246.0+173420,268.19167877,17.57231946,0.0378,0.1752,0.1793,12.18,0.0905,0.1468,-0.128,0.209,1.296,1.265,,,,
ICRF J175322.6+440945,268.34436621,44.16269061,0.1331,-0.0133,0.1338,95.72,0.2389,0.2419,-0.032,0.073,0.565,0.560,,,,
ICRF J175342.4+284804,268.42697351,28.80137191,0.2921,-0.2353,0.3751,128.85,0.1449,0.2054,0.077,-0.003,2.318,2.319,6.0,34.0,57.15,122.85
ICRF J175407.5+645202,268.53162486,64.86739740,-2.5481,0.8376,2.6823,288.20,0.2235,0.2527,-0.023,-0.082,11.708,11.871,,,,
ICRF J175511.2+335059,268.79685362,33.84994355,0.2297,-1.4687,1.4865,171.11,0.5903,0.6789,-0.080,0.027,2.199,2.198,,,,
ICRF J175535.5+202357,268.89800409,20.39920477,-0.1494,-0.0256,0.1516,260.27,0.1418,0.2463,-0.405,-0.128,1.173,1.059,,,,
ICRF J175548.4+623644,268.95183220,62.61227400,-37.3678,-59.3852,70.1637,212.18,3.4093,2.6609,0.394,0.041,22.496,24.864,,,,
ICRF J175559.7+182021,268.99909245,18.33824093,5.4678,-25.0124,25.6030,167.67,1.7086,2.3707,0.273,-0.524,10.861,11.025,,,,
ICRF J175603.6+574847,269.01511786,57.81333256,-9.1536,-1.7511,9.3196,259.17,0.2217,0.1986,0.172,0.080,41.399,42.228,,,,
ICRF J175605.2+291416,269.02188127,29.23779394,-1.5547,-0.3594,1.5957,256.98,0.1795,0.2350,-0.192,0.025,9.082,8.797,,,,
ICRF J175633.7+155343,269.14052337,15.89550918,0.2687,1.6475,1.6692,9.26,0.1839,0.2394,-0.176,-0.120,7.270,7.034,,,,
ICRF J175653.1+153520,269.22125891,15.58911848,-0.7767,-0.5566,0.9556,234.38,0.4728,0.5441,0.068,-0.378,2.415,1.935,247.0,11.0,12.62,12.62
ICRF J175715.6-414918,269.31529767,-41.82185654,-0.7779,-0.8402,1.1450,222.80,0.3108,0.8949,0.512,0.269,2.525,2.673,,,,
ICRF J175746.3+753916,269.44316210,75.65449448,0.2602,0.2734,0.3774,43.59,0.1335,0.1710,-0.063,-0.028,2.597,2.521,,,,
ICRF J175758.8+053148,269.49510475,5.53000683,1.0743,-0.4405,1.1611,112.30,1.0440,1.1985,-0.195,0.521,1.323,1.093,,,,
ICRF J175834.1+061032,269.64215687,6.17582442,0.4456,-0.1753,0.4788,111.48,0.3099,0.4123,-0.321,-0.079,1.458,1.500,,,,
ICRF J175858.4-482112,269.74357184,-48.35347837,-1.1061,-0.0632,1.1079,266.73,0.6206,0.6793,0.149,0.485,1.883,1.785,,,,
ICRF J175900.3+234346,269.75149201,23.72970919,-0.4953,-0.9854,1.1029,206.68,0.1273,0.1837,0.052,-0.132,6.495,6.627,,,,
ICRF J180024.7+384830,270.10318900,38.80852707,-0.1168,-0.2974,0.3196,201.45,0.0711,0.0801,0.004,0.100,3.949,4.060,334.0,80.0,47.45,132.55
ICRF J180045.6+782804,270.19034962,78.46778289,-0.3074,-0.0736,0.3161,256.53,0.0405,0.0426,0.031,0.010,7.748,7.782,275.0,24.0,18.47,18.47
ICRF J180132.3+440421,270.38464508,44.07275007,0.0015,-0.3876,0.3876,179.78,0.0597,0.0652,0.094,0.019,5.954,5.948,207.0,35.0,27.22,27.22
ICRF J180225.1+455734,270.60476141,45.95962112,0.2455,-0.2957,0.3843,140.30,0.1829,0.2219,-0.081,-0.226,1.771,1.891,,,,
ICRF J180242.6-394007,270.67783355,-39.66886338,-0.0255,0.2959,0.2970,355.07,0.1524,0.1417,-0.034,0.260,2.202,2.096,,,,
ICRF J180323.4-650736,270.84790271,-65.12687814,-0.0270,0.1575,0.1598,350.26,0.1293,0.1408,0.192,0.401,1.315,1.138,,,,
ICRF J180333.6+093425,270.89021555,9.57386351,0.0597,-0.1057,0.1214,150.53,0.7974,0.9960,-0.029,0.250,0.148,0.130,,,,
ICRF J180335.8+760108,270.89925475,76.01913669,0.0284,-0.0929,0.0972,162.98,0.2906,0.2978,-0.233,0.081,0.319,0.327,,,,
ICRF J180356.2+034107,270.98451051,3.68544650,2.8401,-2.6507,3.8849,133.02,0.8197,0.7450,-0.145,-0.408,4.206,4.966,,,,
ICRF J180415.9+010132,271.06660195,1.02566871,0.7475,0.1488,0.7622,78.74,0.1961,0.3396,-0.404,0.024,4.280,3.837,,,,
ICRF J180619.9+614118,271.58310786,61.68842501,-0.1259,-0.1289,0.1802,224.34,0.1500,0.1512,0.061,0.001,1.180,1.196,,,,
ICRF J180650.6+694928,271.71116937,69.82447458,-0.5446,-0.1099,0.5556,258.59,0.0367,0.0373,0.054,0.122,14.970,15.149,252.0,13.0,6.59,6.59
ICRF J180731.7+310621,271.88232554,31.10599361,-1.8321,-20.8147,20.8952,185.03,4.0387,10.2847,-0.111,0.539,2.160,2.074,,,,
ICRF J180738.8+220456,271.91169221,22.08233648,0.0828,0.2607,0.2736,17.61,0.1271,0.2089,-0.096,-0.212,1.472,1.408,,,,
ICRF J180749.8+052819,271.95770066,5.47211869,-9.3625,10.2842,13.9075,317.69,4.5174,4.3490,-0.556,-0.424,2.643,3.144,,,,
ICRF J180754.0-641350,271.97513626,-64.23058722,-0.2365,-0.3029,0.3843,217.98,0.4092,0.6252,-0.067,0.287,0.727,0.754,,,,
ICRF J180813.8-501153,272.05764829,-50.19822521,-0.3522,-1.7058,1.7418,191.67,0.5078,0.6186,-0.191,0.585,2.779,2.843,,,,
ICRF J180821.8+454220,272.09119119,45.70579623,-1.1220,-0.8781,1.4248,231.95,0.6246,0.5576,0.017,-0.040,2.437,2.389,,,,
ICRF J180911.9+275811,272.29991079,27.96994439,0.1899,-0.2791,0.3376,145.76,0.1054,0.1698,-0.111,0.032,2.352,2.439,,,,
ICRF J180957.8-455241,272.49113226,-45.87805948,2.0071,-0.6048,2.0962,106.77,0.2390,0.2404,-0.076,0.603,11.733,8.767,,,,
ICRF J181143.1+170457,272.92993110,17.08257153,1.3385,0.1796,1.3505,82.36,2.2064,3.7921,-0.074,0.975,2.474,0.609,,,,
ICRF J181250.9-064825,273.21227831,-6.80702411,-3.6997,-0.9569,3.8215,255.50,0.9428,1.0648,-0.290,0.628,4.046,4.026,,,,
ICRF J181257.6+560349,273.24028954,56.06366668,0.3177,-0.9474,0.9993,161.46,0.3110,0.3076,-0.114,-0.229,3.101,3.245,,,,
ICRF J181314.6+430415,273.31120607,43.07102136,1.4808,1.9447,2.4443,37.29,0.5737,0.6312,-0.032,0.058,3.916,4.019,,,,
ICRF J181333.4+061542,273.38921495,6.26167609,-0.0612,0.0823,0.1025,323.37,0.1485,0.2296,-0.307,0.169,0.505,0.546,287.0,43.0,36.37,36.37
ICRF J181337.2+295237,273.40527837,29.87718634,0.1501,-1.1928,1.2022,172.83,0.2647,0.3951,-0.404,0.071,3.023,3.072,,,,
ICRF J181422.7+411305,273.59460910,41.21822454,2.7803,0.7108,2.8697,75.66,0.5179,0.5580,-0.300,-0.103,5.696,5.517,,,,
ICRF J181514.8+162346,273.81189360,16.39619312,0.3958,-0.3759,0.5459,133.52,0.2128,0.3017,-0.154,0.111,2.251,2.238,,,,
ICRF J181536.7+612711,273.90330107,61.45323543,0.0611,-3.5487,3.5492,179.01,0.4152,0.3619,0.173,0.174,9.985,9.806,,,,
ICRF J181623.9+345745,274.09958760,34.96270816,-3.6421,-0.5835,3.6885,260.90,2.2608,2.3962,-0.058,0.125,1.612,1.629,,,,
ICRF J181640.0-742907,274.16699279,-74.48537405,-0.4958,-0.4832,0.6923,225.74,0.2185,0.2819,0.240,0.176,2.618,2.843,,,,
ICRF J181830.5+501719,274.62716348,50.28881776,0.5704,-0.5114,0.7661,131.88,0.2367,0.2752,-0.192,0.143,3.067,3.043,,,,
ICRF J181910.0+551108,274.79202324,55.18570920,0.0293,0.4646,0.4655,3.60,0.1810,0.2067,-0.114,0.051,2.283,2.253,,,,
ICRF J181926.5+384501,274.86061400,38.75049612,-0.0806,1.8927,1.8944,357.56,1.1255,1.2833,-0.080,-0.097,1.477,1.477,,,,
ICRF J181935.0-634548,274.89584553,-63.76339161,30.1558,102.7327,107.0672,16.36,7.3619,11.0545,-0.579,0.566,9.389,10.156,,,,
ICRF J181938.2+154344,274.90953880,15.72909106,0.0761,-0.1744,0.1903,156.41,0.2447,0.3748,-0.021,-0.108,0.549,0.560,,,,
ICRF J182111.8-050220,275.29920651,-5.03891256,0.2549,-0.9175,0.9523,164.48,0.5540,0.5861,0.271,0.259,1.799,1.632,,,,
ICRF J182159.4+681843,275.49788200,68.31194691,-0.2605,-0.0673,0.2690,255.51,0.1835,0.1826,0.116,-0.194,1.515,1.466,,,,
ICRF J182159.7+394559,275.49875250,39.76657114,-14.3739,-23.8968,27.8867,211.03,0.4055,0.6455,-0.231,0.010,57.672,51.256,,,,
ICRF J182203.0+825720,275.51274193,82.95574318,-1.4578,-0.3264,1.4939,257.38,0.1885,0.1789,-0.203,-0.166,8.415,7.945,,,,
ICRF J182209.9+160014,275.54153742,16.00412313,-0.4356,0.3096,0.5344,305.40,0.1668,0.2933,0.007,-0.414,2.756,2.817,,,,
ICRF J182314.1+793849,275.80878563,79.64694496,-2.8310,3.6272,4.6012,322.03,0.4716,0.4870,0.319,0.010,9.662,9.567,,,,
ICRF J182332.8+685752,275.88689126,68.96461459,0.0890,0.1036,0.1365,40.67,0.2703,0.2560,0.112,-0.070,0.539,0.522,,,,
ICRF J182402.8+104423,276.01189687,10.73993721,0.1661,0.0269,0.1682,80.79,0.0765,0.0905,-0.235,0.058,2.217,2.192,,,,
ICRF J182403.9+112737,276.01644986,11.46047308,0.4357,-0.6567,0.7881,146.44,0.3738,0.4227,-0.137,-0.068,1.875,1.942,,,,
ICRF J182407.0+565101,276.02945155,56.85041412,-0.6420,-1.8425,1.9512,199.21,0.0810,0.0855,0.022,-0.139,23.978,22.972,199.0,17.0,0.21,0.21
ICRF J182513.8-523058,276.30753905,-52.51618937,-0.2843,-1.2512,1.2831,192.80,0.4546,0.8559,-0.633,0.399,1.758,1.590,,,,
ICRF J182541.5+575305,276.42332779,57.88498861,-0.0891,0.4189,0.4283,347.99,0.4603,0.4681,-0.020,0.177,0.932,0.916,,,,
ICRF J182608.1-365049,276.53389545,-36.84714614,1.2899,1.1719,1.7428,47.75,1.2114,1.0348,0.090,0.107,1.481,1.554,,,,
ICRF J182625.0+014940,276.60442143,1.82781096,-0.1960,1.5804,1.5925,352.93,0.4344,0.4765,-0.412,0.297,3.556,3.347,,,,
ICRF J182637.5+670644,276.65640935,67.11242116,0.2372,-0.0856,0.2522,109.84,0.4074,0.3798,0.221,-0.250,0.655,0.624,,,,
ICRF J182659.9+343114,276.74992842,34.52058888,-0.1153,-0.5115,0.5243,192.70,0.1581,0.2206,-0.311,0.081,2.559,2.430,,,,
ICRF J182710.2-453309,276.79265880,-45.55276809,-0.5752,1.1362,1.2735,333.15,0.2467,0.6435,-0.318,0.326,2.625,2.925,,,,
ICRF J182720.1+263824,276.83389399,26.64004222,0.3037,-0.3000,0.4269,134.65,0.1503,0.2529,-0.040,-0.002,2.308,2.343,,,,
ICRF J182809.8+643416,277.04107373,64.57112050,0.1849,1.0163,1.0330,10.31,0.5175,0.4572,0.603,-0.086,2.280,2.251,,,,
ICRF J182832.4+082010,277.13505536,8.33635578,10.1446,12.7979,16.3310,38.40,15.7862,15.6245,-0.198,-0.311,1.250,1.041,,,,
ICRF J182912.4-581355,277.30167647,-58.23198939,-0.1113,-0.3535,0.3706,197.48,0.1379,0.1236,0.414,0.087,2.864,2.970,,,,
ICRF J182931.7+484446,277.38242058,48.74615585,-0.2744,-0.0587,0.2806,257.93,0.0781,0.0972,-0.228,0.058,3.712,3.567,316.0,29.0,58.07,58.07
ICRF J183000.8-444111,277.50362423,-44.68657755,-1.0552,1.6477,1.9567,327.36,0.2908,0.7042,-0.514,0.528,3.874,4.318,,,,
ICRF J183005.9+061915,277.52474937,6.32109784,-0.5306,0.0295,0.5315,273.18,0.2943,0.3277,-0.326,-0.088,1.806,1.805,315.0,16.0,41.82,41.82
ICRF J183100.0-271406,277.75018659,-27.23505037,1.2907,-1.2334,1.7853,133.70,0.2774,0.3749,-0.093,0.365,6.248,5.699,,,,
ICRF J183118.8+220012,277.82871644,22.00342560,-2.3727,-0.0678,2.3736,268.36,0.6045,0.9338,-0.369,-0.239,4.106,3.925,,,,
ICRF J183123.1-184334,277.84642297,-18.72634564,0.8852,-0.6023,1.0707,124.23,2.8463,2.9047,0.447,0.227,0.495,0.374,,,,
ICRF J183205.0+804941,278.02086738,80.82827222,1.0157,2.6768,2.8630,20.78,1.4945,1.6435,0.308,0.034,1.731,1.765,,,,
ICRF J183211.0-203948,278.04602697,-20.66339004,-1.5222,1.2539,1.9721,309.48,0.3898,0.4844,0.488,0.288,5.951,4.685,,,,
ICRF J183241.9+073155,278.17495450,7.53197957,0.0300,-0.2769,0.2786,173.81,0.1273,0.1780,-0.226,0.194,1.577,1.574,,,,
ICRF J183243.4+135744,278.18112959,13.96233347,0.0067,-0.4032,0.4032,179.04,0.2374,0.3205,-0.233,0.421,1.324,1.258,,,,
ICRF J183250.1+283335,278.20910677,28.55998756,0.3133,-0.2207,0.3833,125.16,0.0654,0.0849,-0.350,0.073,5.187,5.448,,,,
ICRF J183412.1+205140,278.55059720,20.86134398,0.5764,2.1396,2.2159,15.08,1.2473,1.5851,-0.593,0.158,1.409,1.427,,,,
ICRF J183414.0-030119,278.55864438,-3.02211846,167.1561,462.0174,491.3260,19.89,0.8483,1.0129,0.008,0.474,456.346,496.884,,,,
ICRF J183427.3+050603,278.61379759,5.10110131,0.1303,-0.7104,0.7222,169.60,0.6834,0.7647,-0.094,0.499,1.177,0.948,,,,
ICRF J183427.4-585636,278.61446821,-58.94340931,-0.9729,-0.2783,1.0119,254.04,0.8966,0.6472,-0.067,0.005,1.194,1.167,,,,
ICRF J183453.1-731514,278.72165782,-73.25398168,-0.4884,1.0465,1.1548,334.98,1.0438,1.1445,-0.258,0.190,0.954,1.027,,,,
ICRF J183503.3+324146,278.76412341,32.69634913,-0.0958,0.1271,0.1592,322.99,0.1528,0.1927,0.147,-0.049,0.985,0.910,56.0,7.0,86.99,93.01
ICRF J183519.6+611940,278.83198020,61.32778193,-0.0315,0.1064,0.1110,343.50,0.1241,0.1453,0.198,0.116,0.827,0.775,,,,
ICRF J183546.2+240750,278.94280210,24.13078607,4.3539,-5.2780,6.8421,140.48,19.8648,37.3230,-0.206,-0.997,1.017,0.261,,,,
ICRF J183558.3+250645,278.99323022,25.11261307,0.5562,0.7371,0.9234,37.04,0.4461,0.5606,-0.562,0.004,2.735,1.812,,,,
ICRF J183705.5-691733,279.27318320,-69.29259164,-0.8148,-0.9477,1.2499,220.69,0.9094,1.4216,0.343,-0.005,0.978,1.117,,,,
ICRF J183728.7-710843,279.36964567,-71.14543184,-0.0394,-0.1073,0.1143,200.19,0.0545,0.0721,0.191,0.075,1.577,1.654,,,,
ICRF J183828.4-342741,279.61873740,-34.46159933,-2.0079,-0.9064,2.2030,245.70,0.4062,0.9163,0.500,0.283,5.023,5.041,,,,
ICRF J183837.6-183355,279.65704848,-18.56534988,24.6978,23.6904,34.2230,46.19,20.8586,19.3538,-0.118,0.994,1.258,1.703,,,,
