# GLEAM-X DR2 x RACS @ (30.0,-30.0) r=3.0deg
ra,dec,cls,nu_pk_mhz,alpha_lo,alpha_lo_err,alpha_hi,chi2_red,n_fit_points
31.96961,-31.30019,flat,38.5,-0.451,0.073,-1.141,1.17,22
29.79806,-30.43029,steep,2710697.0,-0.937,0.035,-0.911,1.75,22
30.61681,-28.88111,steep,154.7,-0.795,0.226,-2.623,3.16,20
32.65307,-30.07095,nan,,-1.350,0.240,,2.13,13
30.02185,-27.89193,flat,3191.8,-0.426,0.828,-0.185,0.14,9
31.22255,-28.97613,steep,1.5,-0.613,0.090,-1.027,1.18,22
32.96841,-30.50537,steep,,-0.987,0.050,-1.553,1.87,22
32.27084,-28.16131,steep,0.4,-0.745,0.059,-1.202,4.20,22
26.96389,-31.23571,peaked,119.3,0.363,1.840,-0.646,1.19,7
33.32379,-30.39355,steep,138056.0,-0.590,0.033,-0.735,1.42,22
31.49248,-29.97294,steep,2972339.0,-0.882,0.151,-0.713,1.12,21
31.86081,-32.12228,steep,2638.9,-1.476,0.256,-0.624,1.07,12
31.10228,-31.07228,steep,2.2,-0.939,0.146,-1.751,2.84,22
27.28447,-30.24730,flat,2387.5,-0.821,0.158,-0.487,1.70,22
30.28387,-29.00222,steep,19841171.6,-0.772,0.023,-0.838,2.46,22
28.85824,-31.26380,flat,217.8,-0.189,0.247,-1.438,1.68,17
31.59649,-29.82876,steep,0.0,-0.820,0.103,-1.266,2.04,22
30.80744,-32.58714,flat,910.6,-0.807,0.129,-0.500,1.37,21
27.75574,-31.78119,peaked,408.0,0.828,0.471,-0.979,0.93,14
26.87365,-29.98560,nan,2394732.8,-0.914,0.086,,1.34,20
31.65470,-30.69251,steep,,-1.038,0.003,-1.118,21.55,22
28.18665,-30.88872,steep,0.5,-0.820,0.058,-1.075,0.79,22
30.40486,-29.65015,steep,10.2,-0.729,0.306,-0.922,1.00,14
28.67436,-32.08074,flat,306.2,-0.387,0.353,-1.412,1.97,16
30.23354,-29.91752,uss,237404959.7,-1.226,0.010,-1.276,3.55,22
29.78535,-27.34834,steep,,-0.708,0.048,-1.083,2.25,22
32.56164,-28.79940,steep,6.8,-1.002,0.350,-1.109,1.35,10
31.02075,-27.27425,nan,677.0,-0.881,0.393,,0.52,10
27.83360,-29.42225,steep,541481.7,-0.955,0.008,-0.817,2.93,22
32.24193,-28.50314,steep,8418756.5,-0.823,0.040,-0.956,1.42,22
28.87209,-31.03201,steep,173.1,-1.106,0.836,-1.107,0.65,9
30.65468,-29.82813,peaked,618.3,1.390,1.416,-1.092,0.47,7
29.54048,-27.83173,nan,,,,-0.890,,3
31.08476,-27.74638,uss,,-1.320,0.015,-1.600,1.62,22
28.95651,-27.37317,steep,3.0,-0.848,0.133,-1.534,1.31,22
32.64096,-29.36447,nan,,,,-1.228,,3
31.03993,-32.07881,steep,,-1.137,0.023,-2.643,4.96,22
28.74014,-30.35940,steep,26.4,-0.619,0.127,-1.838,3.09,22
30.81643,-31.89874,steep,2761353.2,-0.957,0.056,-0.712,2.21,22
32.69480,-31.38993,nan,2866.1,,,-0.194,2.32,5
32.02292,-29.24202,steep,3438.8,-0.923,0.136,-0.751,2.03,21
27.97636,-28.43023,nan,0.2,-0.901,0.057,,1.66,21
27.93609,-27.67571,steep,,-0.704,0.034,-1.238,1.19,22
29.94038,-28.54768,flat,3871.5,-0.473,0.100,-0.898,1.60,21
27.56919,-31.93821,peaked,1606.6,1.761,2.884,-0.205,1.90,7
31.77433,-27.44558,steep,2.9,-0.610,0.082,-1.392,1.60,22
30.03018,-28.04875,steep,0.7,-1.066,0.252,-1.268,0.96,17
28.79447,-28.36616,steep,42.9,-0.585,0.645,-1.081,0.41,11
32.97089,-28.90700,nan,,,,-0.114,,3
28.69840,-29.55669,nan,,-1.087,0.011,,2.27,21
31.83938,-32.47342,steep,40761478.3,-0.890,0.079,-0.863,0.92,22
30.41804,-28.83479,inverted,735.8,-0.487,1.651,0.621,1.48,6
31.85520,-30.58531,steep,,-0.908,0.018,-1.002,1.94,22
28.68478,-27.36156,steep,95.2,-0.689,0.260,-1.249,2.36,18
31.48519,-31.97232,steep,2.1,-0.954,0.078,-2.571,3.19,22
31.97165,-32.18679,steep,8.4,-0.735,0.208,-1.206,1.20,18
28.34962,-31.64655,steep,13123.9,-0.952,0.042,-0.954,1.72,22
28.04009,-32.13786,steep,24133867.1,-0.592,0.054,-0.802,1.76,22
28.32364,-30.54863,steep,0.0,-0.811,0.006,-1.760,4.83,22
28.37832,-30.73182,steep,1.7,-1.180,0.247,-1.379,1.45,19
32.44306,-31.36261,steep,48.1,-0.603,0.252,-1.234,0.86,18
32.07395,-29.00474,steep,1350599.4,-1.137,0.300,-0.853,1.13,16
31.31199,-28.85684,flat,43.3,-0.243,0.071,-0.907,1.16,22
32.03530,-30.63581,flat,607.7,-4.690,0.074,-0.160,15.43,17
30.23391,-32.60948,uss,,-1.223,0.194,-1.307,1.75,19
32.37890,-27.96830,steep,32591.9,-0.667,0.025,-1.101,1.20,22
29.66601,-30.06306,steep,,-0.740,0.018,-0.998,1.34,22
30.84414,-29.01322,steep,34338.7,-0.676,0.658,-0.669,3.82,8
28.54828,-31.33832,steep,237041974.3,-0.878,0.008,-0.965,4.89,22
30.70426,-27.95682,steep,,-0.972,0.040,-1.466,1.46,22
28.52770,-28.54152,steep,7590.6,-1.028,0.038,-0.661,1.91,22
27.99824,-30.81312,flat,42134.1,-0.530,0.203,-0.316,1.14,18
30.76013,-27.95928,flat,1397.8,-0.873,1.147,-0.009,0.78,8
27.33302,-30.57360,nan,3113045.7,-1.238,0.183,,0.60,18
30.61041,-32.85677,flat,20950.7,-0.295,0.527,-0.384,0.84,12
27.26291,-30.92878,flat,4751.5,-1.225,1.013,-0.488,0.39,8
29.53791,-29.64698,steep,29430.8,-0.784,0.058,-1.035,2.46,22
32.52184,-31.53489,nan,903.6,-1.130,0.198,,0.66,16
29.96849,-32.06488,steep,8.3,-0.729,0.186,-1.197,2.32,19
31.20085,-32.33741,peaked,119.4,0.289,0.606,-0.862,0.58,12
29.05056,-31.87586,nan,,,,-0.845,,3
28.80890,-31.22342,nan,292.0,0.485,1.793,,0.57,4
33.24562,-29.19233,steep,43.6,-1.049,0.311,-1.887,1.30,13
32.69206,-29.41626,nan,,,,-1.068,,3
29.78459,-32.42560,steep,,-0.771,0.020,-1.071,1.94,22
32.51196,-31.74978,steep,186014.5,-0.807,0.069,-0.822,0.92,22
30.22225,-28.83903,steep,0.0,-1.092,0.281,-1.171,1.73,13
29.43123,-30.56651,nan,281.4,,,-1.296,0.43,5
27.18587,-31.56252,nan,2722.0,-1.145,0.578,,0.43,7
28.73568,-28.67037,nan,3.9,-0.321,0.318,,0.90,14
32.66530,-30.25434,steep,,-0.819,0.049,-1.400,1.16,22
30.62123,-27.29180,steep,,-0.852,0.033,-2.015,3.93,22
29.79718,-28.24766,steep,2286718.4,-0.826,0.032,-1.081,1.97,22
32.82469,-30.74554,steep,536492.6,-0.597,0.029,-0.882,1.68,22
30.95165,-31.63621,flat,6418.7,-0.705,0.158,-0.383,1.32,20
32.29800,-30.77714,extended,535.8,-1.102,0.165,0.644,0.84,20
30.66133,-29.39514,flat,11298.1,-0.749,0.046,-0.355,1.37,22
32.54652,-31.31817,nan,9979.7,-1.242,0.115,,1.51,20
30.60968,-31.61338,steep,0.2,-0.991,0.048,-1.830,1.76,22
29.06308,-28.63325,steep,14976531.1,-0.910,0.011,-0.864,2.71,22
28.52285,-27.96849,flat,921.2,-1.119,0.225,0.012,0.36,17
27.54472,-31.20926,nan,,,,-1.469,,3
28.34481,-29.07140,steep,,-0.693,0.069,-0.916,1.92,22
31.54015,-29.26869,steep,1263.2,-1.223,0.150,-0.644,1.53,22
28.66123,-30.33584,steep,77.2,-0.504,0.279,-1.114,1.32,17
30.93411,-28.22125,steep,,-1.103,0.061,-1.287,1.42,22
27.83428,-29.33314,steep,76.7,-0.731,0.138,-2.540,3.58,22
32.48509,-30.07623,steep,,-0.816,0.032,-1.467,1.52,22
31.54912,-31.24363,steep,4.0,-0.647,0.075,-1.481,1.81,22
27.67322,-29.31358,steep,3.9,-0.514,0.006,-0.775,23.75,22
31.31496,-27.77636,nan,267.1,0.697,0.745,,0.28,8
32.95064,-28.93990,nan,,,,-1.317,,3
27.68405,-29.73427,flat,8.3,-0.472,0.104,-0.121,2.91,22
30.99137,-30.87197,flat,10554.7,-0.336,0.023,-0.169,3.17,22
31.77457,-27.79065,steep,11586.5,-0.784,0.013,-0.597,2.58,22
30.15460,-32.43714,steep,,-0.869,0.018,-1.094,1.51,22
30.84496,-27.37880,nan,859.4,-0.676,0.138,,0.59,19
28.60073,-31.95640,nan,,,,-0.255,,3
28.50102,-32.01762,steep,12816668.1,-0.861,0.037,-1.036,1.28,22
31.62117,-29.52110,nan,146.5,-0.089,0.366,,1.30,14
27.86208,-28.99937,steep,,-0.732,0.018,-0.941,2.11,22
27.91349,-29.00182,steep,2.5,-1.051,0.009,-1.665,7.86,22
29.58888,-28.44097,uss,1.3,-1.284,0.222,-1.529,2.21,18
30.22405,-27.57138,peaked,331.4,0.118,0.139,-0.801,1.85,19
31.92504,-31.92487,nan,254.6,-0.558,0.482,,1.97,11
28.81822,-31.48299,steep,8702.4,-1.100,0.069,-1.146,1.30,22
29.43967,-31.26315,nan,,-1.258,0.129,,4.10,20
29.10813,-31.33564,steep,7851976.9,-0.959,0.010,-1.079,4.30,22
27.88853,-29.48657,steep,14063011.1,-0.685,0.035,-0.871,0.96,22
30.33437,-27.26162,steep,,-0.755,0.044,-1.147,1.66,21
33.12495,-30.43000,flat,245.5,-0.480,0.741,-1.327,3.02,8
30.71173,-31.59954,steep,32888.8,-0.785,0.035,-0.883,2.19,22
26.54630,-30.08399,nan,13708.2,-0.905,0.873,,0.01,5
26.90519,-31.09348,flat,107.6,-0.092,0.646,-0.965,0.32,12
28.52239,-30.94631,steep,616649.7,-0.698,0.034,-0.896,1.48,22
31.10759,-28.21336,steep,53.7,-0.652,0.230,-1.583,1.71,17
29.38023,-31.32384,steep,10799.8,-0.904,0.037,-0.847,0.99,22
29.40344,-31.23761,steep,138240.7,-1.360,0.306,-0.894,2.72,11
29.00074,-28.28871,uss,24.6,-2.187,0.319,-1.763,7.25,15
32.98953,-30.27587,nan,,,,-0.908,,3
27.12253,-31.31043,steep,181894836.6,-0.955,0.067,-1.050,0.92,22
31.80594,-30.94371,steep,2.1,-0.647,0.187,-0.976,1.44,20
32.81312,-31.48866,steep,,-0.750,0.008,-0.911,5.67,22
30.54255,-30.46797,uss,6197.7,-1.360,0.027,-1.329,3.88,22
32.73614,-30.70715,steep,0.1,-0.928,0.002,-1.141,23.33,22
27.76214,-30.42433,steep,,-0.787,0.022,-1.076,2.03,22
27.56321,-28.50051,steep,2967.5,-0.934,0.096,-0.604,1.41,22
26.86570,-30.10728,nan,8556.9,-1.013,0.182,,0.95,18
33.24950,-29.91073,flat,47.7,-0.326,0.025,-1.029,1.25,22
30.91438,-32.11857,steep,,-0.924,0.021,-1.015,4.04,22
28.42975,-32.40521,flat,3.3,-0.349,0.086,-0.856,1.70,22
28.23375,-28.15490,nan,,,,-1.036,,3
31.91538,-31.96734,uss,77.8,-1.250,0.398,-1.711,1.24,14
31.75710,-29.49026,steep,18.0,-0.632,0.188,-1.186,2.49,19
31.04622,-29.83524,steep,,-1.013,0.010,-1.108,3.74,22
31.34308,-28.58405,nan,2118.5,-1.847,0.064,,2.11,20
28.80597,-28.97508,steep,,-0.656,0.168,-0.751,0.55,20
30.22053,-31.73314,flat,25940.8,-0.994,0.156,-0.310,1.46,21
27.21204,-30.70783,flat,1411.6,-1.201,0.674,-0.098,0.07,7
28.30068,-27.81872,steep,41278.8,-1.006,0.008,-1.019,2.55,22
30.95786,-28.13479,steep,479316.9,-1.071,0.008,-1.097,2.48,22
30.69239,-31.83577,steep,,-0.789,0.005,-0.851,10.30,22
27.84488,-27.78582,nan,,,,-1.612,,3
30.99457,-28.60898,flat,193.5,-0.036,0.325,-1.025,0.59,16
28.70153,-28.14797,steep,1.3,-0.708,0.079,-1.670,1.81,22
32.25539,-31.37758,steep,220889756.5,-0.676,0.070,-1.101,1.00,22
29.26547,-32.64806,steep,7.4,-0.704,0.076,-1.292,2.54,22
30.78202,-32.72635,steep,1.5,-0.707,0.113,-1.289,1.09,22
27.55983,-28.87215,nan,1487.4,-0.783,0.132,,1.47,20
28.22533,-32.56608,nan,,,,-0.576,,3
30.34582,-27.42571,nan,,,,-1.819,,3
29.48245,-28.00666,steep,10.8,-0.638,0.170,-1.257,1.02,20
31.73653,-27.73895,uss,10569.6,-1.257,0.058,-1.232,3.53,22
28.49820,-32.33158,nan,3.4,-0.511,0.418,,0.37,12
29.30576,-28.89983,steep,,-1.173,0.009,-1.246,4.46,22
31.18784,-31.35447,steep,1362676.2,-0.580,0.025,-0.544,1.76,22
27.94820,-31.58008,flat,101.4,-0.130,0.011,-0.738,6.18,22
29.41126,-29.17203,steep,105.7,-1.016,0.279,-2.061,3.64,14
27.60777,-29.95923,flat,37.3,-0.467,0.137,-1.312,1.62,20
32.81134,-28.88228,flat,0.3,-0.491,0.067,-0.732,0.93,22
28.00405,-29.68330,steep,,-0.698,0.001,-1.005,551.58,22
31.94829,-32.22963,steep,88450.8,-0.934,0.149,-1.008,1.82,21
33.23089,-30.31583,nan,,,,,,1
29.74039,-31.02207,steep,22823446.3,-1.006,0.047,-0.861,1.38,22
31.42320,-27.44523,steep,16493429.8,-0.661,0.039,-0.788,1.11,22
32.76075,-30.61045,flat,75221.6,-0.453,0.537,-0.611,0.76,12
32.19256,-28.55746,peaked,462.1,0.869,0.051,-0.633,1.20,22
31.31124,-28.79878,steep,12291.4,-1.001,0.169,-0.803,1.26,21
28.83407,-32.09318,peaked,744.3,0.133,0.061,0.141,0.91,22
31.23554,-29.06419,nan,0.4,,,-0.461,1.00,5
31.15500,-30.59907,flat,1828.2,-0.750,0.259,-0.092,1.14,17
29.06466,-31.38407,steep,58675.7,-0.823,0.016,-1.230,3.15,22
32.48914,-31.45093,nan,,-0.071,0.343,,2.93,12
31.72787,-29.69223,nan,5792.0,-0.946,0.032,,1.40,20
30.06918,-27.51689,steep,430047876.6,-0.883,0.056,-0.590,1.48,22
29.87108,-32.51868,steep,98330.0,-1.003,0.086,-1.576,2.31,22
26.87290,-30.81586,steep,0.1,-0.688,0.169,-0.822,0.92,20
27.24337,-31.41911,nan,891.0,-1.432,0.172,,0.87,16
30.50640,-29.42904,steep,,-0.911,0.019,-1.111,1.20,22
28.36646,-30.17082,steep,9963.3,-0.688,0.120,-0.738,2.78,21
27.63410,-28.12686,steep,16.3,-0.714,0.084,-1.996,1.68,22
29.76979,-29.95192,steep,0.0,-1.080,0.097,-1.908,1.50,22
28.62973,-31.74756,steep,121997.8,-0.948,0.007,-0.846,4.03,22
30.89533,-27.94024,steep,0.0,-0.695,0.142,-1.353,1.90,22
28.73397,-31.75811,flat,6215.6,-1.165,0.126,-0.057,1.43,21
29.49064,-30.26825,steep,,-0.733,0.042,-0.813,1.54,22
31.24608,-29.85543,flat,238.8,0.047,0.960,-0.496,0.20,11
32.96854,-29.51152,nan,111.9,-0.749,0.625,,0.89,7
32.27292,-31.57248,flat,263.1,-0.103,0.275,-0.943,1.30,15
29.58251,-29.70249,nan,110.5,,,-1.177,3.84,5
31.94488,-29.55973,flat,12297.5,-1.406,0.078,-0.392,1.61,22
31.20458,-30.64916,steep,77.6,-0.617,0.307,-1.329,1.41,16
29.25093,-27.52007,flat,,-0.784,0.032,-0.295,3.01,22
28.61164,-29.75632,flat,55.2,-0.397,0.937,-0.485,2.75,7
31.52525,-27.56245,nan,8590.0,-0.990,0.010,,2.80,20
30.16925,-31.31777,steep,9110.5,-0.790,0.041,-0.637,2.13,22
31.61700,-28.85489,flat,32.0,-0.418,0.149,-1.107,1.08,21
29.67659,-30.20290,steep,,-0.760,0.072,-1.098,1.47,22
28.50122,-28.17350,steep,46580.1,-0.885,0.145,-0.727,1.07,21
28.92113,-29.32891,steep,,-0.924,0.135,-1.830,6.28,21
29.78690,-32.67153,flat,4473.5,-1.005,0.470,-0.285,1.59,10
30.50353,-31.42397,steep,24394595.9,-0.933,0.070,-0.528,1.31,22
32.87026,-29.37058,steep,266.6,-0.527,0.623,-1.865,0.80,10
28.67022,-28.74959,uss,169.3,-1.928,0.581,-2.025,4.47,8
30.56917,-27.80992,nan,3135.3,-1.147,0.141,,0.59,20
26.92373,-30.62842,steep,37.0,-1.149,0.259,-1.722,2.45,14
28.87676,-29.25836,peaked,222.0,0.189,0.267,-0.711,0.62,17
26.75539,-30.80083,steep,,-0.939,0.063,-1.101,1.33,22
32.33408,-29.41403,nan,,,,-0.720,,3
27.45679,-30.43660,steep,0.5,-0.997,0.141,-2.313,6.38,22
27.61837,-30.68219,nan,,,,-0.368,,3
29.46882,-27.13818,steep,234146.8,-0.993,0.014,-1.168,5.59,22
29.21863,-32.87210,steep,0.1,-1.041,0.002,-1.658,48.72,22
33.14757,-31.14971,flat,154.6,-0.077,0.187,-1.141,1.73,18
27.21892,-29.86141,steep,,-1.100,0.037,-1.329,0.87,22
27.14178,-28.89652,flat,880.6,-0.733,0.111,-0.396,2.08,22
32.10248,-32.08828,nan,256747.9,-0.711,0.026,,1.72,20
32.65827,-29.49611,steep,10.5,-0.542,0.090,-1.037,1.12,22
32.47429,-31.22739,steep,1358819.3,-0.856,0.655,-0.538,0.41,8
31.14469,-28.12521,steep,5.7,-0.608,0.077,-1.315,1.22,22
28.80499,-32.39954,nan,2524.2,-0.770,0.419,,0.55,10
29.77054,-32.36952,steep,48199.9,-0.902,0.127,-0.788,1.19,22
29.35523,-28.57291,flat,2371.0,-0.677,0.309,-0.233,0.36,14
32.79828,-29.85559,nan,197526294.3,-0.791,0.028,,2.64,20
26.82054,-29.01514,peaked,141.6,-0.055,0.034,-0.677,1.73,22
28.62061,-29.32975,steep,17620.6,-1.288,0.328,-0.574,2.89,13
32.04313,-30.72171,flat,13612.5,-0.681,0.127,-0.449,0.88,20
32.32273,-29.96922,steep,,-1.112,0.179,-1.502,1.38,18
31.41457,-31.38503,peaked,211.1,0.299,0.092,-1.401,1.45,21
28.57423,-32.51126,peaked,145.0,1.491,1.682,-1.280,3.50,7
27.54056,-31.69659,nan,31.7,-0.890,0.479,,0.47,10
31.32588,-30.93630,steep,,-0.828,0.031,-1.840,2.13,21
30.88500,-28.71975,steep,3.3,-0.988,0.138,-2.087,2.84,21
30.22165,-30.41819,steep,180.4,-0.545,0.588,-1.196,0.51,14
31.66424,-29.78560,steep,12944655.6,-0.688,0.017,-0.837,1.08,22
29.08920,-27.63227,steep,,-0.723,0.049,-1.537,2.08,22
30.77919,-27.59375,steep,,-0.922,0.166,-1.054,0.88,21
28.55566,-31.78224,nan,272.3,0.422,0.882,,0.15,7
27.71335,-30.80711,nan,,,,-1.102,,3
31.00092,-30.46104,steep,,-0.748,0.006,-0.720,7.78,22
28.35926,-28.93814,steep,5042538.5,-0.665,0.012,-0.852,2.46,22
29.37107,-27.39260,steep,11909.3,-1.171,0.059,-0.919,0.87,22
30.21667,-28.77960,nan,,-1.104,0.263,,1.59,12
27.04484,-29.71739,steep,,-0.752,0.054,-1.364,2.68,22
31.48424,-27.90917,flat,1710730.9,0.079,0.805,-0.624,0.38,11
32.90919,-29.27899,nan,402.9,-0.221,1.037,,1.02,9
30.70993,-28.59089,nan,,,,,,2
28.01366,-29.12275,steep,302426386.5,-0.692,0.075,-0.766,1.33,22
30.35722,-30.19712,steep,241155462.5,-0.903,0.015,-1.052,2.30,22
28.13184,-31.54371,flat,314570.8,-0.808,0.138,-0.396,1.23,21
30.39980,-28.44319,steep,,-1.071,0.004,-1.475,13.89,22
29.21541,-27.14298,steep,,-0.997,0.008,-1.159,7.06,22
30.06974,-27.54072,steep,1985.4,-0.841,0.185,-0.572,1.95,18
27.98146,-29.57483,steep,,-0.680,0.021,-0.936,3.55,22
29.02932,-31.62927,steep,0.1,-0.740,0.115,-1.533,2.35,22
27.10607,-31.19662,steep,4669.2,-1.233,0.176,-0.647,1.42,19
30.24654,-28.69491,flat,167.7,-0.475,0.880,-0.444,0.55,9
28.88616,-30.65058,steep,5.7,-0.865,0.093,-2.312,3.77,22
32.15615,-30.33545,nan,474.9,,,-0.653,1.06,4
29.68630,-28.67261,steep,3285.0,-0.947,0.235,-0.531,0.83,16
28.28659,-28.25159,uss,9845.3,-1.539,0.097,-1.835,5.47,20
29.89391,-29.05891,extended,1182.3,-0.747,0.452,0.459,8.35,12
27.19738,-28.46538,uss,0.2,-1.555,0.259,-1.615,5.44,10
29.17195,-30.44576,steep,,-0.842,0.034,-1.536,1.84,22
29.78543,-32.53006,uss,15740.4,-1.337,0.129,-1.472,2.41,22
29.35753,-31.77615,steep,,-0.825,0.005,-1.030,8.25,22
32.55909,-29.71775,steep,0.0,-0.880,0.080,-1.131,1.02,22
31.86235,-31.59901,steep,,-1.006,0.051,-2.275,4.62,22
31.89742,-27.88466,steep,,-0.643,0.013,-0.760,1.23,22
28.11439,-30.63258,flat,5783.1,-0.979,0.469,-0.236,7.11,8
31.08752,-31.70315,steep,182528.2,-0.897,0.072,-1.182,2.00,22
30.95731,-32.18040,flat,263.5,-0.021,2.974,-0.688,0.53,6
32.02578,-32.28960,steep,10.8,-0.786,0.281,-1.021,1.99,17
29.56801,-28.04288,steep,3940.4,-0.818,0.036,-0.580,1.26,22
27.67604,-31.85350,steep,31444812.7,-0.792,0.228,-1.067,6.14,17
30.64288,-32.40419,steep,0.0,-0.768,0.110,-0.893,1.31,22
28.07070,-31.31040,flat,311.3,-0.948,0.223,-0.410,2.83,16
31.83865,-29.48096,steep,757890.3,-0.797,0.030,-0.766,2.04,22
29.44117,-32.51595,nan,3684224.3,-1.008,0.037,,1.76,20
33.37448,-30.25185,nan,23999.4,-0.547,0.246,,0.90,16
28.09758,-28.76383,steep,,-0.732,0.084,-1.514,2.61,22
26.83484,-30.33215,steep,85343.0,-0.875,0.070,-1.660,3.61,22
27.57540,-31.46090,steep,4123556.6,-1.056,0.040,-1.894,2.27,22
29.31634,-31.98383,steep,3788807.6,-0.727,0.023,-0.885,0.96,22
30.68875,-27.07248,steep,,-0.849,0.097,-1.330,1.45,22
28.13881,-29.71369,steep,26635.6,-1.021,0.003,-0.523,26.36,22
29.32137,-29.99444,steep,37.9,-1.155,0.601,-1.003,0.95,9
32.40959,-30.32748,flat,82.2,-0.413,1.239,-0.925,12.86,8
32.79263,-30.19062,steep,,-0.986,0.504,-0.781,0.10,11
31.39381,-31.28601,steep,72.6,-0.526,0.365,-0.824,0.90,15
29.45717,-30.60782,flat,4584.3,-1.175,0.073,-0.463,1.50,22
28.95222,-30.22775,nan,0.3,-0.748,0.134,,1.02,20
30.18672,-28.88012,steep,2301.3,-1.376,0.172,-0.975,2.12,18
28.89475,-31.17866,steep,2044740.4,-0.842,0.010,-1.026,2.71,22
29.37442,-31.18989,steep,2.7,-1.101,0.062,-3.807,7.78,21
28.01154,-30.41638,steep,640818.9,-1.016,0.072,-1.084,1.96,22
27.15586,-29.06609,flat,134.0,-0.527,0.243,-0.346,2.41,17
31.54473,-27.60305,flat,87.0,-0.276,0.370,-0.532,1.01,15
29.55281,-28.57259,steep,3574419.0,-0.780,0.024,-1.016,1.56,22
27.78899,-32.17989,flat,12.6,-0.340,0.167,-0.690,0.87,21
32.32257,-32.09762,steep,,-0.521,0.061,-0.752,1.36,22
31.59759,-29.14167,steep,6.8,-1.032,0.302,-1.455,2.09,13
33.26781,-30.22358,peaked,127.7,0.848,1.121,-0.714,0.26,9
32.13327,-29.51671,nan,1417.8,-1.124,0.249,,1.19,17
31.75088,-28.07156,steep,497729.4,-0.809,0.054,-1.023,1.27,22
28.01609,-31.20434,flat,212.2,-0.152,0.305,-1.089,1.04,17
27.78188,-32.26561,steep,,-1.041,0.013,-1.277,1.98,22
29.17170,-28.37063,steep,25.7,-0.665,0.108,-2.222,2.55,22
31.65447,-30.03852,nan,1273.2,-0.709,0.991,,0.40,5
28.34362,-31.19599,steep,0.1,-0.893,0.001,-1.122,76.23,22
32.40216,-28.42292,steep,165726628.7,-0.886,0.250,-0.757,0.54,16
27.51353,-30.05860,uss,,-1.413,0.024,-2.194,2.14,22
30.83519,-32.40091,flat,90.2,-0.319,0.238,-1.269,0.79,19
32.40670,-28.38591,steep,,-0.646,0.018,-0.941,2.33,22
26.56275,-29.95015,steep,12041.3,-1.033,0.032,-1.974,4.47,22
27.19020,-29.08288,steep,,-1.009,0.079,-0.921,0.85,22
32.08088,-31.22868,nan,0.2,,,-0.605,0.66,5
26.67113,-30.07191,steep,0.2,-1.089,0.244,-1.323,1.15,18
28.66620,-29.15121,uss,,-1.772,0.247,-1.780,4.16,14
30.84339,-30.68385,steep,,-0.749,0.003,-0.868,17.87,22
28.06406,-29.92118,steep,,-0.565,0.246,-0.511,2.45,17
29.90029,-28.69226,nan,,,,,,2
28.81188,-31.94733,steep,,-0.867,0.003,-0.977,24.22,22
30.38587,-28.33125,steep,,-0.836,0.121,-1.360,1.60,22
32.62567,-29.39653,nan,,,,-1.466,,3
29.21517,-30.71952,flat,745.7,-0.759,0.022,0.007,2.29,22
31.94468,-31.03379,flat,45.1,-0.456,0.138,-1.418,1.41,21
30.21716,-30.20102,steep,78.2,-1.109,0.389,-1.144,1.91,10
29.20381,-28.42337,steep,36535801.1,-1.016,0.046,-2.177,3.77,22
31.55631,-29.94258,flat,20.3,-0.260,0.487,-0.732,0.66,11
29.13628,-31.11389,steep,10771029.3,-1.119,0.023,-1.514,3.19,22
29.62828,-27.98636,steep,25.1,-0.511,1.165,-0.701,1.27,6
27.52746,-30.24380,steep,134892.4,-0.736,0.077,-0.784,1.25,22
31.68378,-30.60562,steep,0.1,-0.801,0.008,-1.109,5.61,22
32.32048,-32.14289,nan,2383.5,-0.932,0.122,,2.04,19
31.82039,-31.13864,flat,164.5,-0.212,0.337,-1.190,3.20,15
28.66832,-27.77878,steep,260863.5,-0.855,0.013,-1.019,1.77,22
29.83892,-28.25135,steep,,-0.842,0.041,-1.278,2.14,22
32.75890,-29.10685,steep,269070.4,-0.725,0.025,-0.899,1.52,22
28.26097,-30.77434,nan,183.2,-0.983,0.373,,2.55,12
28.34769,-28.09628,flat,14.9,-0.612,0.468,-0.443,0.69,14
27.69093,-28.67245,steep,,-0.932,0.044,-2.106,4.74,22
31.73163,-29.72187,nan,3481.6,-1.141,0.060,,2.87,20
30.92613,-29.97207,uss,,-1.207,0.047,-2.228,5.61,22
30.07886,-28.83005,steep,,-1.067,0.052,-1.292,1.76,22
31.38448,-30.96638,steep,7127.9,-1.664,0.300,-0.898,1.81,14
31.51244,-28.64772,flat,149.6,-0.060,0.067,-1.236,1.72,22
28.81858,-27.53736,steep,1091606.8,-0.937,0.033,-1.269,2.05,22
30.11562,-31.04590,steep,,-0.786,0.002,-0.919,32.20,22
29.25338,-32.59156,flat,35008562.8,-0.328,0.065,-0.406,1.25,22
30.38010,-27.46492,nan,,,,-1.238,,3
30.56591,-30.46222,steep,,-0.660,0.042,-1.466,6.23,22
27.89017,-27.94047,steep,,-0.930,0.007,-1.085,3.84,22
30.82102,-28.98052,steep,76117.5,-0.863,0.112,-1.205,1.76,22
33.12706,-31.32572,nan,1.7,-0.771,0.113,,1.82,21
29.85343,-28.78091,steep,,-0.792,0.081,-0.910,0.83,22
28.65970,-32.10489,flat,7.5,-0.375,0.013,-0.647,5.43,22
30.03657,-31.60724,flat,3450.7,-0.312,0.513,-0.167,0.93,12
28.61143,-31.64188,steep,152633.0,-1.031,0.024,-0.868,2.71,22
28.18695,-29.01620,steep,152.0,-0.532,1.222,-0.806,0.52,9
